repo	sha	parents	author_date	commit_date	author	subject	decorations	merge
REPO-01	8172603b62c2457696608c145511bd3fe92429d4	42f69bcbd347a0242a30bbb58f5cd1dc2d3998fe	2026-07-14T05:37:48-04:00	2026-07-14T05:37:48-04:00	ntoledo319	Validate disclosures beside the packaged executable	origin/feature/monetization	-
REPO-01	dab606e32622705ca79b7d13c14e6b1b794020bb	8172603b62c2457696608c145511bd3fe92429d4	2026-07-14T06:14:22-04:00	2026-07-14T06:14:22-04:00	ntoledo319	Record Hearth release and Store submission state	cycle-1-release-state	-
REPO-01	5bb2611ed6c68cb5e92453781974020bbbb703fb	8172603b62c2457696608c145511bd3fe92429d4	2026-07-14T06:15:39-04:00	2026-07-14T06:15:39-04:00	ntoledo319	Record Hearth release and Store submission state		-
REPO-01	6f035d5ba64c7d39dd57d607d3b608ac79093db7	5bb2611ed6c68cb5e92453781974020bbbb703fb	2026-07-14T11:28:33-04:00	2026-07-14T11:28:33-04:00	ntoledo319	Prepare Hearth launch support and audience assets		-
REPO-01	d01c013fd8beec91014c37d27a9a310cf5dd0470	5bb2611ed6c68cb5e92453781974020bbbb703fb	2026-07-14T11:33:33-04:00	2026-07-14T11:33:33-04:00	ntoledo319	Prepare Hearth launch support and audience assets		-
REPO-01	27db6c246de278fe119a46b7be2db35d9aa04a46	6f035d5ba64c7d39dd57d607d3b608ac79093db7	2026-07-14T11:41:47-04:00	2026-07-14T11:41:47-04:00	ntoledo319	Close revenue cycle with remote evidence	cycle-1-published	-
REPO-01	4a32b7306ab9ca76a09fb3fae399649c07543e5a	d01c013fd8beec91014c37d27a9a310cf5dd0470	2026-07-14T11:42:09-04:00	2026-07-14T11:42:09-04:00	ntoledo319	Close revenue cycle with remote evidence		-
REPO-01	0ff209e273c3111c2db619d83a5f80372f89bd55	4a32b7306ab9ca76a09fb3fae399649c07543e5a	2026-07-15T05:19:25-04:00	2026-07-15T05:19:25-04:00	ntoledo319	Add canonical zero-context mission handoff		-
REPO-01	13007c8e52b59556c21daef37773df99d48b0c5b	0ff209e273c3111c2db619d83a5f80372f89bd55	2026-07-15T05:20:29-04:00	2026-07-15T05:20:29-04:00	ntoledo319	Update ASSETS.md for canonical handoff		-
REPO-01	c64f9faa2dbc0adbf3134091d69afe0142d2dd47	13007c8e52b59556c21daef37773df99d48b0c5b	2026-07-15T05:20:30-04:00	2026-07-15T05:20:30-04:00	ntoledo319	Update OPPORTUNITIES.md for canonical handoff		-
REPO-01	f22085f8d27d0a54f6bdaef52ca3382461166ba2	c64f9faa2dbc0adbf3134091d69afe0142d2dd47	2026-07-15T05:20:32-04:00	2026-07-15T05:20:32-04:00	ntoledo319	Update PLAN.md for canonical handoff		-
REPO-01	3f3fb76facabee1c179a4421ca322366ce799a63	f22085f8d27d0a54f6bdaef52ca3382461166ba2	2026-07-15T05:20:34-04:00	2026-07-15T05:20:34-04:00	ntoledo319	Update METRICS.md for canonical handoff		-
REPO-01	0043d6f69fce4a9953e2d2bae3e2be67d99362f9	3f3fb76facabee1c179a4421ca322366ce799a63	2026-07-15T05:20:35-04:00	2026-07-15T05:20:35-04:00	ntoledo319	Update HUMAN_QUEUE.md for canonical handoff		-
REPO-01	14f9fd718433047dfc38a2cd5a28d7da171106aa	0043d6f69fce4a9953e2d2bae3e2be67d99362f9	2026-07-15T05:20:37-04:00	2026-07-15T05:20:37-04:00	ntoledo319	Update DECISIONS.md for canonical handoff	origin/handoff-cycle-3	-
REPO-01	e0fc9e01f4cd4a150b88fa4deb401116c47725c5	0ff209e273c3111c2db619d83a5f80372f89bd55	2026-07-15T05:21:12-04:00	2026-07-15T05:21:12-04:00	ntoledo319	Synchronize revenue state with canonical handoff		-
REPO-01	d1c9d915d333b2117f0ef7339b7b49d6ccf1c9d9	4a32b7306ab9ca76a09fb3fae399649c07543e5a	2026-07-24T20:55:16-04:00	2026-07-24T20:55:16-04:00	ntoledo319	Establish project documentation control system		-
REPO-01	59787f4ae77901424947c3fb504f96dfce11e4a9	d1c9d915d333b2117f0ef7339b7b49d6ccf1c9d9 e0fc9e01f4cd4a150b88fa4deb401116c47725c5	2026-07-24T20:57:43-04:00	2026-07-24T20:57:43-04:00	ntoledo319	Merge remote-tracking branch 'origin/main' into cycle-2-shipped		merge
REPO-01	246baac5033001b00f586f570c3ce842218c1fb5	59787f4ae77901424947c3fb504f96dfce11e4a9	2026-07-24T21:02:23-04:00	2026-07-24T21:02:23-04:00	ntoledo319	Sync project state after main reconciliation	cycle-2-shipped	-
REPO-01	fe0fc4ab6160d7164858e4448ed7b39ff97bc69e	246baac5033001b00f586f570c3ce842218c1fb5	2026-08-02T06:08:50-04:00	2026-08-02T06:08:50-04:00	ntoledo319	feat(store): land market-readiness remediation as CAND-002 candidate		-
REPO-01	07cf815ba68964dcc9ad6df12e905b4efcf53456	fe0fc4ab6160d7164858e4448ed7b39ff97bc69e	2026-08-03T02:35:09-04:00	2026-08-03T02:35:09-04:00	ntoledo319	fix(store): unbreak packaged renderer smoke gate (contained-profile guard)		-
REPO-01	07d938c6545698a73462454543d60b65bbdbe080	07cf815ba68964dcc9ad6df12e905b4efcf53456	2026-08-03T02:41:37-04:00	2026-08-03T02:41:37-04:00	ntoledo319	docs(store): record CAND-002 replacement candidate (a5d2cf36…, run 30790687808)		-
REPO-01	270e65096d128fd7005b5b57e2a1b546d2d0bb92	07d938c6545698a73462454543d60b65bbdbe080	2026-08-04T04:23:16-04:00	2026-08-04T04:23:16-04:00	ntoledo319	docs(state): land CAND-002 to main + reconcile ledgers (D040)		-
REPO-01	37feea11f36111765607484e0945b14509c0accb	270e65096d128fd7005b5b57e2a1b546d2d0bb92	2026-08-07T02:41:23-04:00	2026-08-07T02:41:23-04:00	ntoledo319	docs(handoff): add 2026-08-04 resume point; refresh candidate lineage for CAND-002		-
REPO-01	f35c6f7ac5a886b7d168fa34db33dfd11616fabb	37feea11f36111765607484e0945b14509c0accb	2026-08-07T03:09:43-04:00	2026-08-07T03:09:43-04:00	ntoledo319	docs(state): independent reverification of the 2026-08-04 handoff (VER-20260807-001)		-
REPO-01	fb084f0301bf2b02846b5287ac340e7f8f105863	f35c6f7ac5a886b7d168fa34db33dfd11616fabb	2026-08-07T03:19:13-04:00	2026-08-07T03:19:13-04:00	ntoledo319	docs(risk): HQ-07 executed — "Hearth" name collision found; rename cost measured		-
REPO-01	f63f79261c42ddf7954401d1c637fffedc6471f6	fb084f0301bf2b02846b5287ac340e7f8f105863	2026-08-07T04:15:45-04:00	2026-08-07T04:15:45-04:00	ntoledo319	tools: add rename sweep with an explicit preserve list for the historical record		-
REPO-01	ae7de817b32663ec2fd3da9d77ccbc6e596bf299	f63f79261c42ddf7954401d1c637fffedc6471f6	2026-08-07T04:25:40-04:00	2026-08-07T04:25:40-04:00	ntoledo319	ci(store): stop documentation commits from minting MSIX decoys		-
REPO-01	dac85e013b4b44d171e1473693d950ca181b9e0f	ae7de817b32663ec2fd3da9d77ccbc6e596bf299	2026-08-07T04:29:00-04:00	2026-08-07T04:29:00-04:00	ntoledo319	docs(store): keyword/discovery review; answer "can we just keep Hearth" from Microsoft's own rules		-
REPO-01	677a80b3cd5eab20be3aa21ecc40af80fdcf42d1	dac85e013b4b44d171e1473693d950ca181b9e0f	2026-08-17T04:32:06-04:00	2026-08-17T04:32:06-04:00	ntoledo319	rename(product): Hearth -> Plenish (UNMERGED PROPOSAL BRANCH - do not push)	rename/plenish	-
REPO-01	5aa3e42dbf3ae208ff938167f7c927cd0a22c80c	dac85e013b4b44d171e1473693d950ca181b9e0f	2026-08-17T04:38:22-04:00	2026-08-17T04:38:22-04:00	ntoledo319	rename(product): Hearth -> Neap (UNMERGED PROPOSAL BRANCH)	rename/neap	-
REPO-01	e299d0ba61cdb0feb86b6658590dacc32bc8d12a	dac85e013b4b44d171e1473693d950ca181b9e0f	2026-08-19T18:22:37-04:00	2026-08-19T18:22:37-04:00	ntoledo319	rename(product): Hearth -> Ample (proposal branch)	rename/ample	-
REPO-01	8c853b245bdca8b549536b306d8f6c434ccf34ea	dac85e013b4b44d171e1473693d950ca181b9e0f e299d0ba61cdb0feb86b6658590dacc32bc8d12a	2026-08-19T18:47:50-04:00	2026-08-19T18:47:50-04:00	ntoledo319	rename(product): Hearth -> Ample		merge
REPO-01	c0eb360f78fc10587a57fe6e9fcf9432b416ddf0	8c853b245bdca8b549536b306d8f6c434ccf34ea	2026-08-19T18:53:28-04:00	2026-08-19T18:53:28-04:00	ntoledo319	store: owner runbook to get listed; mark package identity UNVERIFIED after rename	origin/feature/store-candidate-cand002, feature/store-candidate-cand002	-
REPO-01	3b8d225c1ce32be04a7940099649789876d1e353	c0eb360f78fc10587a57fe6e9fcf9432b416ddf0	2026-08-25T07:47:18-04:00	2026-08-25T07:47:18-04:00	ntoledo319	fix(store): verify Ample identity and candidate pipeline		-
REPO-01	13bdea288299981e2473211cb733c136a3b2070f	3b8d225c1ce32be04a7940099649789876d1e353	2026-08-25T08:05:38-04:00	2026-08-25T08:05:38-04:00	ntoledo319	docs(store): record AMPLE-001 candidate evidence	HEAD -> main, origin/main, origin/HEAD	-
